location_type,country,state,location_name,quarter,from_date,to_date,transaction_category,payment_type,transaction_count,transaction_amount,transaction_amount_crores,avg_transaction_value
state,India,Bihar,Bihar,Q3 2022,01/07/22,28/09/22,Peer-to-peer payments,TOTAL,192304951,6.32747E+11,63274.7187,3290.332275
state,India,Bihar,Bihar,Q3 2022,01/07/22,28/09/22,Recharge & bill payments,TOTAL,46044353,20417791249,2041.779125,443.4374667
state,India,Bihar,Bihar,Q3 2022,01/07/22,28/09/22,Financial Services,TOTAL,179533,161987346.2,16.19873462,902.270592
state,India,Bihar,Bihar,Q3 2022,01/07/22,28/09/22,Others,TOTAL,565212,245905365.8,24.59053658,435.0674893
state,India,Bihar,Bihar,Q4 2022,01/10/22,28/12/22,Merchant payments,TOTAL,243777692,1.72924E+11,17292.41702,709.3519048
state,India,Bihar,Bihar,Q4 2022,01/10/22,28/12/22,Peer-to-peer payments,TOTAL,225487662,7.3987E+11,73987.01721,3281.200247
state,India,Bihar,Bihar,Q4 2022,01/10/22,28/12/22,Recharge & bill payments,TOTAL,47054083,22729599211,2272.959921,483.0526442
state,India,Bihar,Bihar,Q4 2022,01/10/22,28/12/22,Financial Services,TOTAL,205989,199208429.5,19.92084295,967.0828516
state,India,Bihar,Bihar,Q4 2022,01/10/22,28/12/22,Others,TOTAL,559223,288999714.4,28.89997144,516.7879618
state,India,Bihar,Bihar,Q1 2023,01/01/23,28/03/23,Merchant payments,TOTAL,251601655,1.75053E+11,17505.32656,695.7556206
state,India,Bihar,Bihar,Q1 2023,01/01/23,28/03/23,Peer-to-peer payments,TOTAL,245677870,8.36428E+11,83642.80492,3404.572211
state,India,Bihar,Bihar,Q1 2023,01/01/23,28/03/23,Recharge & bill payments,TOTAL,49781169,27372239431,2737.223943,549.8512787
state,India,Bihar,Bihar,Q1 2023,01/01/23,28/03/23,Financial Services,TOTAL,194601,158138446,15.8138446,812.629154
state,India,Bihar,Bihar,Q1 2023,01/01/23,28/03/23,Others,TOTAL,575900,265267298,26.5267298,460.6134711
state,India,Bihar,Bihar,Q2 2023,01/04/23,28/06/23,Merchant payments,TOTAL,330603039,2.14403E+11,21440.28736,648.520577
state,India,Bihar,Bihar,Q2 2023,01/04/23,28/06/23,Peer-to-peer payments,TOTAL,293616270,9.8014E+11,98013.96983,3338.165485
state,India,Bihar,Bihar,Q2 2023,01/04/23,28/06/23,Recharge & bill payments,TOTAL,58928748,31064849666,3106.484967,527.1595057
state,India,Bihar,Bihar,Q2 2023,01/04/23,28/06/23,Financial Services,TOTAL,211722,190366037,19.0366037,899.1320552
state,India,Bihar,Bihar,Q2 2023,01/04/23,28/06/23,Others,TOTAL,573315,248957759,24.8957759,434.2425351
state,India,Bihar,Bihar,Q3 2023,01/07/23,28/09/23,Merchant payments,TOTAL,361940401,2.06648E+11,20664.82026,570.9453877
state,India,Bihar,Bihar,Q3 2023,01/07/23,28/09/23,Peer-to-peer payments,TOTAL,311779356,9.08446E+11,90844.63228,2913.747512
state,India,Bihar,Bihar,Q3 2023,01/07/23,28/09/23,Recharge & bill payments,TOTAL,59732275,32565513931,3256.551393,545.1912543
state,India,Bihar,Bihar,Q3 2023,01/07/23,28/09/23,Financial Services,TOTAL,270376,277782677,27.7782677,1027.393988
state,India,Bihar,Bihar,Q3 2023,01/07/23,28/09/23,Others,TOTAL,516343,215541416,21.5541416,417.4384392
state,India,Bihar,Bihar,Q4 2023,01/10/23,28/12/23,Merchant payments,TOTAL,466122317,2.73627E+11,27362.67409,587.0277628
state,India,Bihar,Bihar,Q4 2023,01/10/23,28/12/23,Peer-to-peer payments,TOTAL,394813298,1.12144E+12,112144.2567,2840.437677
state,India,Bihar,Bihar,Q4 2023,01/10/23,28/12/23,Recharge & bill payments,TOTAL,62582448,39095012665,3909.501267,624.6961235
state,India,Bihar,Bihar,Q4 2023,01/10/23,28/12/23,Financial Services,TOTAL,333579,342560013,34.2560013,1026.923197
state,India,Bihar,Bihar,Q4 2023,01/10/23,28/12/23,Others,TOTAL,575632,228927732,22.8927732,397.698064
state,India,Bihar,Bihar,Q1 2024,01/01/24,28/03/24,Merchant payments,TOTAL,548896156,3.16663E+11,31666.2639,576.908101
state,India,Bihar,Bihar,Q1 2024,01/01/24,28/03/24,Peer-to-peer payments,TOTAL,456038110,1.27521E+12,127520.5176,2796.268883
state,India,Bihar,Bihar,Q1 2024,01/01/24,28/03/24,Recharge & bill payments,TOTAL,73038449,45243630428,4524.363043,619.4494961
state,India,Bihar,Bihar,Q1 2024,01/01/24,28/03/24,Financial Services,TOTAL,295689,411700201,41.1700201,1392.341957
state,India,Bihar,Bihar,Q1 2024,01/01/24,28/03/24,Others,TOTAL,466379,213719039,21.3719039,458.2518488
state,India,Bihar,Bihar,Q2 2024,01/04/24,28/06/24,Merchant payments,TOTAL,703589936,3.8548E+11,38547.97165,547.8755406
state,India,Bihar,Bihar,Q2 2024,01/04/24,28/06/24,Peer-to-peer payments,TOTAL,529387475,1.45239E+12,145239.0034,2743.529272
state,India,Bihar,Bihar,Q2 2024,01/04/24,28/06/24,Recharge & bill payments,TOTAL,80054155,48206932392,4820.693239,602.1790173
state,India,Bihar,Bihar,Q2 2024,01/04/24,28/06/24,Financial Services,TOTAL,386397,523080064,52.3080064,1353.737384
state,India,Bihar,Bihar,Q2 2024,01/04/24,28/06/24,Others,TOTAL,470422,246802023,24.6802023,524.6396278
state,India,Bihar,Bihar,Q3 2024,01/07/24,28/09/24,Merchant payments,TOTAL,730368233,3.70789E+11,37078.87056,507.6736485
state,India,Bihar,Bihar,Q3 2024,01/07/24,28/09/24,Peer-to-peer payments,TOTAL,547897786,1.35825E+12,135825.3139,2479.026515
state,India,Bihar,Bihar,Q3 2024,01/07/24,28/09/24,Recharge & bill payments,TOTAL,73819834,50382123046,5038.212305,682.5011696
state,India,Bihar,Bihar,Q3 2024,01/07/24,28/09/24,Financial Services,TOTAL,458793,630950534,63.0950534,1375.240106
state,India,Bihar,Bihar,Q3 2024,01/07/24,28/09/24,Others,TOTAL,331577,225555027,22.5555027,680.2493146
state,India,Bihar,Bihar,Q4 2024,01/10/24,28/12/24,Merchant payments,TOTAL,843136457,4.51257E+11,45125.72963,535.2126486
state,India,Bihar,Bihar,Q4 2024,01/10/24,28/12/24,Peer-to-peer payments,TOTAL,641971705,1.59204E+12,159203.8209,2479.919593
state,India,Bihar,Bihar,Q4 2024,01/10/24,28/12/24,Recharge & bill payments,TOTAL,72565377,54638087933,5463.808793,752.9498253
state,India,Bihar,Bihar,Q4 2024,01/10/24,28/12/24,Financial Services,TOTAL,1670253,714133013,71.4133013,427.5597847
state,India,Bihar,Bihar,Q4 2024,01/10/24,28/12/24,Others,TOTAL,323883,279749744,27.9749744,863.7370408
state,India,Chandigarh,Chandigarh,Q1 2018,01/01/18,28/03/18,Recharge & bill payments,TOTAL,201262,47479581.16,4.747958116,235.909318
state,India,Chandigarh,Chandigarh,Q1 2018,01/01/18,28/03/18,Peer-to-peer payments,TOTAL,135136,527998849.3,52.79988493,3907.166479
state,India,Chandigarh,Chandigarh,Q1 2018,01/01/18,28/03/18,Merchant payments,TOTAL,21431,19477066.53,1.947706653,908.8267712
state,India,Chandigarh,Chandigarh,Q1 2018,01/01/18,28/03/18,Financial Services,TOTAL,8473,1865618.25,0.186561825,220.1839077
state,India,Chandigarh,Chandigarh,Q1 2018,01/01/18,28/03/18,Others,TOTAL,15593,16614305.58,1.661430558,1065.497696
state,India,Chandigarh,Chandigarh,Q2 2018,01/04/18,28/06/18,Recharge & bill payments,TOTAL,224548,76722906.68,7.672290668,341.6770877
state,India,Chandigarh,Chandigarh,Q2 2018,01/04/18,28/06/18,Peer-to-peer payments,TOTAL,194627,835296156.4,83.52961564,4291.779437
state,India,Chandigarh,Chandigarh,Q2 2018,01/04/18,28/06/18,Merchant payments,TOTAL,34606,29408471.51,2.940847151,849.8084583
state,India,Chandigarh,Chandigarh,Q2 2018,01/04/18,28/06/18,Financial Services,TOTAL,11927,3679451.864,0.367945186,308.4976829
state,India,Chandigarh,Chandigarh,Q2 2018,01/04/18,28/06/18,Others,TOTAL,13376,16116275.27,1.611627527,1204.865077
state,India,Chandigarh,Chandigarh,Q3 2018,01/07/18,28/09/18,Peer-to-peer payments,TOTAL,295358,1217617706,121.7617706,4122.514731
state,India,Chandigarh,Chandigarh,Q3 2018,01/07/18,28/09/18,Recharge & bill payments,TOTAL,236445,100639674.7,10.06396747,425.6367217
state,India,Chandigarh,Chandigarh,Q3 2018,01/07/18,28/09/18,Merchant payments,TOTAL,64998,37560565.97,3.756056597,577.8726418
state,India,Chandigarh,Chandigarh,Q3 2018,01/07/18,28/09/18,Financial Services,TOTAL,7642,1302311.597,0.13023116,170.4150218
state,India,Chandigarh,Chandigarh,Q3 2018,01/07/18,28/09/18,Others,TOTAL,12493,12234189.32,1.223418932,979.2835448
state,India,Chandigarh,Chandigarh,Q4 2018,01/10/18,28/12/18,Peer-to-peer payments,TOTAL,431461,1793871702,179.3871702,4157.668253
state,India,Chandigarh,Chandigarh,Q4 2018,01/10/18,28/12/18,Recharge & bill payments,TOTAL,310527,128130476,12.8130476,412.6226576
state,India,Chandigarh,Chandigarh,Q4 2018,01/10/18,28/12/18,Merchant payments,TOTAL,135266,94010713.61,9.401071361,695.0062366
state,India,Chandigarh,Chandigarh,Q4 2018,01/10/18,28/12/18,Financial Services,TOTAL,10008,2039811.337,0.203981134,203.8180793
state,India,Chandigarh,Chandigarh,Q4 2018,01/10/18,28/12/18,Others,TOTAL,17854,14538888.52,1.453888852,814.3210779
state,India,Chandigarh,Chandigarh,Q1 2019,01/01/19,28/03/19,Peer-to-peer payments,TOTAL,689400,2123866602,212.3866602,3080.746449
state,India,Chandigarh,Chandigarh,Q1 2019,01/01/19,28/03/19,Recharge & bill payments,TOTAL,390610,161414934.1,16.14149341,413.2380996
state,India,Chandigarh,Chandigarh,Q1 2019,01/01/19,28/03/19,Merchant payments,TOTAL,169984,97230471.44,9.723047144,571.9977847
state,India,Chandigarh,Chandigarh,Q1 2019,01/01/19,28/03/19,Financial Services,TOTAL,7412,917030.9067,0.091703091,123.7224645
state,India,Chandigarh,Chandigarh,Q1 2019,01/01/19,28/03/19,Others,TOTAL,17070,12603012.34,1.260301234,738.3135526
state,India,Chandigarh,Chandigarh,Q2 2019,01/04/19,28/06/19,Peer-to-peer payments,TOTAL,604849,2339922408,233.9922408,3868.605896
state,India,Chandigarh,Chandigarh,Q2 2019,01/04/19,28/06/19,Recharge & bill payments,TOTAL,342294,185659011.5,18.56590115,542.3963363
state,India,Chandigarh,Chandigarh,Q2 2019,01/04/19,28/06/19,Merchant payments,TOTAL,277811,152766864.7,15.27668647,549.8949453
state,India,Chandigarh,Chandigarh,Q2 2019,01/04/19,28/06/19,Financial Services,TOTAL,5590,839765.1614,0.083976516,150.2263258
state,India,Chandigarh,Chandigarh,Q2 2019,01/04/19,28/06/19,Others,TOTAL,21926,13928050.05,1.392805005,635.2298665
state,India,Chandigarh,Chandigarh,Q3 2019,01/07/19,28/09/19,Peer-to-peer payments,TOTAL,722233,2815184153,281.5184153,3897.88912
state,India,Chandigarh,Chandigarh,Q3 2019,01/07/19,28/09/19,Merchant payments,TOTAL,447069,226535908.8,22.65359088,506.7135248
state,India,Chandigarh,Chandigarh,Q3 2019,01/07/19,28/09/19,Recharge & bill payments,TOTAL,308219,213884900.5,21.38849005,693.938078
state,India,Chandigarh,Chandigarh,Q3 2019,01/07/19,28/09/19,Financial Services,TOTAL,2447,794918.675,0.079491867,324.8543829
state,India,Chandigarh,Chandigarh,Q3 2019,01/07/19,28/09/19,Others,TOTAL,26575,13282206.87,1.328220687,499.8008231
state,India,Chandigarh,Chandigarh,Q4 2019,01/10/19,28/12/19,Peer-to-peer payments,TOTAL,927850,3586763929,358.6763929,3865.672176
state,India,Chandigarh,Chandigarh,Q4 2019,01/10/19,28/12/19,Merchant payments,TOTAL,561630,318692521.8,31.86925218,567.442127
state,India,Chandigarh,Chandigarh,Q4 2019,01/10/19,28/12/19,Recharge & bill payments,TOTAL,338203,237695595,23.7695595,702.8192978
state,India,Chandigarh,Chandigarh,Q4 2019,01/10/19,28/12/19,Financial Services,TOTAL,1911,654298.6785,0.065429868,342.3854937
state,India,Chandigarh,Chandigarh,Q4 2019,01/10/19,28/12/19,Others,TOTAL,21321,8707473.863,0.870747386,408.398943
state,India,Chandigarh,Chandigarh,Q1 2020,01/01/20,28/03/20,Peer-to-peer payments,TOTAL,1087401,4421372542,442.1372542,4066.00007
state,India,Chandigarh,Chandigarh,Q1 2020,01/01/20,28/03/20,Merchant payments,TOTAL,764832,438193845.5,43.81938455,572.9282319
state,India,Chandigarh,Chandigarh,Q1 2020,01/01/20,28/03/20,Recharge & bill payments,TOTAL,389851,257250007.2,25.72500072,659.8675064
state,India,Chandigarh,Chandigarh,Q1 2020,01/01/20,28/03/20,Financial Services,TOTAL,1574,1406138.188,0.140613819,893.3533598
state,India,Chandigarh,Chandigarh,Q1 2020,01/01/20,28/03/20,Others,TOTAL,18853,8230536.663,0.823053666,436.5637651
state,India,Chandigarh,Chandigarh,Q2 2020,01/04/20,28/06/20,Peer-to-peer payments,TOTAL,766698,3293060120,329.306012,4295.120268
state,India,Chandigarh,Chandigarh,Q2 2020,01/04/20,28/06/20,Merchant payments,TOTAL,390906,331423259,33.1423259,847.8336454
state,India,Chandigarh,Chandigarh,Q2 2020,01/04/20,28/06/20,Recharge & bill payments,TOTAL,361577,214425229.3,21.44252293,593.0278456
state,India,Chandigarh,Chandigarh,Q2 2020,01/04/20,28/06/20,Financial Services,TOTAL,1797,3982005.118,0.398200512,2215.918262
state,India,Chandigarh,Chandigarh,Q2 2020,01/04/20,28/06/20,Others,TOTAL,7032,4125116.689,0.412511669,586.6206896
state,India,Chandigarh,Chandigarh,Q3 2020,01/07/20,28/09/20,Peer-to-peer payments,TOTAL,981986,4178346395,417.8346395,4254.995891
state,India,Chandigarh,Chandigarh,Q3 2020,01/07/20,28/09/20,Merchant payments,TOTAL,796634,604271248.9,60.42712489,758.5305786
state,India,Chandigarh,Chandigarh,Q3 2020,01/07/20,28/09/20,Recharge & bill payments,TOTAL,366353,296964795,29.6964795,810.5974155
state,India,Chandigarh,Chandigarh,Q3 2020,01/07/20,28/09/20,Financial Services,TOTAL,2643,5254415.457,0.525441546,1988.049738
state,India,Chandigarh,Chandigarh,Q3 2020,01/07/20,28/09/20,Others,TOTAL,10470,4972498.603,0.49724986,474.9282334
state,India,Chandigarh,Chandigarh,Q4 2020,01/10/20,28/12/20,Merchant payments,TOTAL,1322026,939307675.9,93.93076759,710.5062048
state,India,Chandigarh,Chandigarh,Q4 2020,01/10/20,28/12/20,Peer-to-peer payments,TOTAL,1159377,4872318731,487.2318731,4202.531818
state,India,Chandigarh,Chandigarh,Q4 2020,01/10/20,28/12/20,Recharge & bill payments,TOTAL,409997,320731281.9,32.07312819,782.2771434
state,India,Chandigarh,Chandigarh,Q4 2020,01/10/20,28/12/20,Financial Services,TOTAL,3346,4400109.749,0.440010975,1315.035789
state,India,Chandigarh,Chandigarh,Q4 2020,01/10/20,28/12/20,Others,TOTAL,17970,10005102.46,1.000510246,556.7669706
state,India,Chandigarh,Chandigarh,Q1 2021,01/01/21,28/03/21,Merchant payments,TOTAL,1799072,1210594490,121.059449,672.8994115
state,India,Chandigarh,Chandigarh,Q1 2021,01/01/21,28/03/21,Peer-to-peer payments,TOTAL,1472084,5916467167,591.6467167,4019.109757
state,India,Chandigarh,Chandigarh,Q1 2021,01/01/21,28/03/21,Recharge & bill payments,TOTAL,678396,451109555.3,45.11095553,664.9649399
state,India,Chandigarh,Chandigarh,Q1 2021,01/01/21,28/03/21,Financial Services,TOTAL,5111,7700394.762,0.770039476,1506.631728
state,India,Chandigarh,Chandigarh,Q1 2021,01/01/21,28/03/21,Others,TOTAL,15574,10549252.04,1.054925204,677.3630438
state,India,Chandigarh,Chandigarh,Q2 2021,01/04/21,28/06/21,Merchant payments,TOTAL,1926913,1390989391,139.0989391,721.8745168
state,India,Chandigarh,Chandigarh,Q2 2021,01/04/21,28/06/21,Peer-to-peer payments,TOTAL,1663559,6541132353,654.1132353,3932.01104
state,India,Chandigarh,Chandigarh,Q2 2021,01/04/21,28/06/21,Recharge & bill payments,TOTAL,806710,467698864.7,46.76988647,579.7608368
state,India,Chandigarh,Chandigarh,Q2 2021,01/04/21,28/06/21,Financial Services,TOTAL,5502,7394941.033,0.739494103,1344.045989
state,India,Chandigarh,Chandigarh,Q2 2021,01/04/21,28/06/21,Others,TOTAL,14863,10458390.53,1.045839053,703.6527306
state,India,Chandigarh,Chandigarh,Q3 2021,01/07/21,28/09/21,Merchant payments,TOTAL,3179506,2245390329,224.5390329,706.2072942
state,India,Chandigarh,Chandigarh,Q3 2021,01/07/21,28/09/21,Peer-to-peer payments,TOTAL,2434417,8927868098,892.7868098,3667.353661
state,India,Chandigarh,Chandigarh,Q3 2021,01/07/21,28/09/21,Recharge & bill payments,TOTAL,1008585,620437997.4,62.04379974,615.1568756
state,India,Chandigarh,Chandigarh,Q3 2021,01/07/21,28/09/21,Financial Services,TOTAL,5700,7960844.904,0.79608449,1396.639457
state,India,Chandigarh,Chandigarh,Q3 2021,01/07/21,28/09/21,Others,TOTAL,21170,14225734.85,1.422573485,671.9761386
state,India,Chandigarh,Chandigarh,Q4 2021,01/10/21,28/12/21,Merchant payments,TOTAL,4056249,3041038520,304.103852,749.7169232
state,India,Chandigarh,Chandigarh,Q4 2021,01/10/21,28/12/21,Peer-to-peer payments,TOTAL,2797561,10610461952,1061.046195,3792.754457
state,India,Chandigarh,Chandigarh,Q4 2021,01/10/21,28/12/21,Recharge & bill payments,TOTAL,1013153,693790747.2,69.37907472,684.7837861
state,India,Chandigarh,Chandigarh,Q4 2021,01/10/21,28/12/21,Financial Services,TOTAL,7038,10459431.86,1.045943186,1486.136951
state,India,Chandigarh,Chandigarh,Q4 2021,01/10/21,28/12/21,Others,TOTAL,24902,17832859.58,1.783285958,716.1215798
state,India,Chandigarh,Chandigarh,Q1 2022,01/01/22,28/03/22,Merchant payments,TOTAL,4511757,3264574793,326.4574793,723.5706164
state,India,Chandigarh,Chandigarh,Q1 2022,01/01/22,28/03/22,Peer-to-peer payments,TOTAL,3012464,11150701029,1115.070103,3701.521754
state,India,Chandigarh,Chandigarh,Q1 2022,01/01/22,28/03/22,Recharge & bill payments,TOTAL,1046187,731347957.2,73.13479572,699.0604521
state,India,Chandigarh,Chandigarh,Q1 2022,01/01/22,28/03/22,Financial Services,TOTAL,7228,13538635.56,1.353863556,1873.081843
state,India,Chandigarh,Chandigarh,Q1 2022,01/01/22,28/03/22,Others,TOTAL,22855,14829135,1.4829135,648.8354846
state,India,Chandigarh,Chandigarh,Q2 2022,01/04/22,28/06/22,Merchant payments,TOTAL,6136803,3919372476,391.9372476,638.666823
state,India,Chandigarh,Chandigarh,Q2 2022,01/04/22,28/06/22,Peer-to-peer payments,TOTAL,3489382,12549248085,1254.924809,3596.409933
state,India,Chandigarh,Chandigarh,Q2 2022,01/04/22,28/06/22,Recharge & bill payments,TOTAL,1119367,792957088.6,79.29570886,708.3977718
state,India,Chandigarh,Chandigarh,Q2 2022,01/04/22,28/06/22,Financial Services,TOTAL,6673,8943857.181,0.894385718,1340.305287
state,India,Chandigarh,Chandigarh,Q2 2022,01/04/22,28/06/22,Others,TOTAL,20264,12978651.92,1.297865192,640.4782829
state,India,Chandigarh,Chandigarh,Q3 2022,01/07/22,28/09/22,Merchant payments,TOTAL,7665907,4713972533,471.3972533,614.9269138
state,India,Chandigarh,Chandigarh,Q3 2022,01/07/22,28/09/22,Peer-to-peer payments,TOTAL,4423590,14788179156,1478.817916,3343.026627
state,India,Chandigarh,Chandigarh,Q3 2022,01/07/22,28/09/22,Recharge & bill payments,TOTAL,1360342,1033530640,103.353064,759.7579432
state,India,Chandigarh,Chandigarh,Q3 2022,01/07/22,28/09/22,Financial Services,TOTAL,8868,9918740.021,0.991874002,1118.486696
state,India,Chandigarh,Chandigarh,Q3 2022,01/07/22,28/09/22,Others,TOTAL,19466,14156668.14,1.415666814,727.2510092
state,India,Chandigarh,Chandigarh,Q4 2022,01/10/22,28/12/22,Merchant payments,TOTAL,10170372,6570336080,657.033608,646.0271148
state,India,Chandigarh,Chandigarh,Q4 2022,01/10/22,28/12/22,Peer-to-peer payments,TOTAL,5951989,20013621496,2001.36215,3362.509826
state,India,Chandigarh,Chandigarh,Q4 2022,01/10/22,28/12/22,Recharge & bill payments,TOTAL,1749647,1267654269,126.7654269,724.5200141
state,India,Chandigarh,Chandigarh,Q4 2022,01/10/22,28/12/22,Financial Services,TOTAL,10778,12000766.36,1.200076636,1113.450209
state,India,Chandigarh,Chandigarh,Q4 2022,01/10/22,28/12/22,Others,TOTAL,22054,16141955.57,1.614195557,731.928701
state,India,Chandigarh,Chandigarh,Q1 2023,01/01/23,28/03/23,Merchant payments,TOTAL,6460913,3374931077,337.4931077,522.3613252
state,India,Chandigarh,Chandigarh,Q1 2023,01/01/23,28/03/23,Peer-to-peer payments,TOTAL,2634119,8623572416,862.3572416,3273.797583
state,India,Chandigarh,Chandigarh,Q1 2023,01/01/23,28/03/23,Recharge & bill payments,TOTAL,700479,803831354,80.3831354,1147.545257
state,India,Chandigarh,Chandigarh,Q1 2023,01/01/23,28/03/23,Financial Services,TOTAL,8163,12527258,1.2527258,1534.638981
state,India,Chandigarh,Chandigarh,Q1 2023,01/01/23,28/03/23,Others,TOTAL,11931,10032289,1.0032289,840.8590227
state,India,Chandigarh,Chandigarh,Q2 2023,01/04/23,28/06/23,Merchant payments,TOTAL,7747501,3820964178,382.0964178,493.1866647
state,India,Chandigarh,Chandigarh,Q2 2023,01/04/23,28/06/23,Peer-to-peer payments,TOTAL,3048793,9726960611,972.6960611,3190.429987
state,India,Chandigarh,Chandigarh,Q2 2023,01/04/23,28/06/23,Recharge & bill payments,TOTAL,737650,845159777,84.5159777,1145.746325
state,India,Chandigarh,Chandigarh,Q2 2023,01/04/23,28/06/23,Financial Services,TOTAL,8262,11723572,1.1723572,1418.975067
state,India,Chandigarh,Chandigarh,Q2 2023,01/04/23,28/06/23,Others,TOTAL,11481,9600612,0.9600612,836.2174027
state,India,Chandigarh,Chandigarh,Q3 2023,01/07/23,28/09/23,Merchant payments,TOTAL,8849667,4339437634,433.9437634,490.3503865
state,India,Chandigarh,Chandigarh,Q3 2023,01/07/23,28/09/23,Peer-to-peer payments,TOTAL,3410620,10182027091,1018.202709,2985.3889
state,India,Chandigarh,Chandigarh,Q3 2023,01/07/23,28/09/23,Recharge & bill payments,TOTAL,771020,877282807,87.7282807,1137.821077
state,India,Chandigarh,Chandigarh,Q3 2023,01/07/23,28/09/23,Financial Services,TOTAL,10756,19516305,1.9516305,1814.457512
